14	69	20005	0.126243114471
74	45	20018	1.26278114319
30	79	20019	1.35805892944
31	52	20025	1.79254412651
40	44	10013	2.59105110168
37	69	20051	3.63250613213
16	23	20073	4.94449305534
58	33	20082	5.52839994431
63	3	20087	5.76508593559
74	5	20101	6.54621911049
57	75	20108	6.89863610268
8	23	20138	9.13713312149
18	55	20171	11.2509970665
31	54	20173	11.3283190727
47	78	20179	11.7401249409
22	48	10038	12.2707419395
31	54	20185	12.4759559631
64	36	20214	14.647439003
45	72	20277	18.2350411415
76	23	20279	18.4952361584
79	51	20307	20.5530741215
34	60	10065	20.6484920979
59	61	20309	20.9002950191
6	37	10069	21.482790947
53	32	10074	22.8797471523
57	37	20337	23.0726621151
73	1	10076	23.295746088
72	50	20343	23.4242479801
36	43	30029	23.4419820309
64	51	20347	23.5924370289
42	12	20358	24.6804759502
77	54	20364	24.8376281261
32	52	10081	24.9929001331
35	46	20377	25.4794621468
38	72	20379	25.7197301388
29	2	20381	25.8061101437
4	28	20385	26.1807610989
79	13	20421	28.6898090839
67	31	10091	28.8052749634
9	78	10094	29.4483430386
17	74	20429	29.5010669231
21	51	20438	29.8785190582
2	46	20441	30.0116670132
47	15	20447	30.553426981
37	73	10098	30.7213981152
65	28	20464	31.5588841438
30	18	20483	32.947548151
71	27	20490	33.5140230656
36	59	20491	33.7071931362
46	30	20522	35.9171321392
22	16	20545	37.1837799549
5	47	20548	37.3056149483
55	61	20577	38.6732831001
53	38	20703	46.2525880337
79	57	20738	48.8330230713
33	10	20756	49.5094299316
67	6	10165	49.9815869331
70	39	10167	50.2043130398
61	58	20774	51.2205309868
58	7	10172	51.4181380272
11	59	20783	51.6561369896
4	47	10176	52.1459729671
70	60	10178	52.3243601322
41	65	20800	52.4962770939
47	71	20812	53.210036993
16	54	20832	54.1837050915
8	77	20835	54.534001112
38	11	20888	57.1840190887
10	41	20901	57.8775410652
31	17	20904	58.1106200218
73	21	20909	58.5260419846
23	58	20919	58.9271249771
71	55	20922	59.3434839249
47	4	20971	62.3877029419
21	53	20975	62.4671690464
25	62	10214	62.6761090755
47	62	20981	63.0617620945
64	30	20997	64.2087979317
64	41	21025	65.8921101093
46	72	21037	66.6240861416
25	12	21051	67.5930221081
42	6	10218	68.0658271313
43	68	21071	69.2137050629
46	17	21075	69.4259569645
49	12	21132	73.1247980595
59	25	21166	75.234858036
7	50	21196	76.616820097
53	19	21198	76.6788599491
24	50	21200	76.7717311382
51	28	21211	77.3922259808
19	65	21213	77.4998559952
76	26	21246	79.6598861217
12	56	10261	80.0117211342
40	54	10262	80.3870770931
30	53	21272	81.124776125
57	35	21274	81.3165581226
73	39	21286	82.3590650558
42	22	30098	82.3699071407
42	63	21289	82.558920145
32	74	30100	82.624423027
12	32	10276	83.3585989475
76	34	21328	84.5827760696
47	68	10282	85.0270249844
55	70	21356	86.2527649403
18	35	21379	87.7433199883
43	73	21387	88.0734930038
9	49	21427	91.1437320709
32	19	21432	91.318062067
80	3	21434	91.477617979
33	72	21470	93.0574409962
55	35	21488	94.0648269653
5	60	21520	95.8145389557
60	6	21601	99.811175108
69	29	21617	100.829162121
24	73	21642	102.141512156
2	46	21656	103.065129995
58	23	10332	103.081438065
27	1	21676	104.174616098
70	2	21705	105.394884109
54	2	21708	105.718194008
2	60	30121	105.847025156
3	77	10346	105.920519114
15	58	21713	106.013347149
19	75	21720	106.370800972
76	21	21741	107.9143641
80	20	21765	108.979738951
12	38	21774	109.608947992
25	43	21780	110.238821983
32	56	21781	110.335649967
39	14	21799	111.377013922
30	50	30131	111.533942938
79	45	21802	111.685511112
31	47	10365	112.339461088
42	33	21876	115.666805983
61	30	21893	116.43445611
36	10	10389	117.316090107
16	27	21925	118.854010105
33	63	21929	119.110118151
43	16	10398	119.225463152
26	15	21952	120.128220081
37	6	21999	123.387799025
50	69	22008	124.446869135
32	78	22015	124.971668005
55	73	22029	126.282951117
52	76	22053	127.757687092
31	72	10433	128.29786706
39	9	22084	129.717500925
31	2	22088	130.002367973
68	43	22089	130.076671124
80	51	10441	130.445995092
13	68	10447	131.356106043
38	78	22118	131.494720936
4	79	22129	132.170208931
47	29	30154	132.190534115
9	31	22136	132.643032074
71	30	22169	134.762650013
14	49	22178	135.357604027
78	23	22201	137.011533022
32	42	22215	137.997619152
38	44	22226	138.65694809
57	64	22307	143.341839075
46	30	22308	143.349648952
55	64	10486	143.581273079
34	50	22329	144.792796135
63	12	30165	144.814419985
39	75	22335	145.107120037
57	10	22347	146.040323973
64	23	22378	147.753359079
27	54	22379	147.854907036
72	1	10507	148.309769154
33	44	22404	148.923769951
80	51	22409	149.451319933
79	55	22414	150.11302495
64	45	22433	151.455373049
18	49	22445	151.947817087
51	4	22453	152.414925098
21	67	10517	152.993966103
16	27	22483	154.483657122
40	52	10524	154.508445024
56	62	22502	155.862837076
16	41	22517	156.66880703
53	26	10530	157.405281067
68	13	22555	158.890774965
1	71	10534	159.560173988
29	45	22574	160.352334023
70	43	10537	160.875138998
23	63	22604	162.529184103
17	54	22617	163.215871096
24	59	22640	164.432343006
59	10	22749	169.917640924
30	14	22756	170.332304955
35	66	10563	170.732666969
64	9	22789	172.321223021
75	8	10571	173.417181969
48	65	10575	174.784883022
67	29	22835	174.814197063
58	9	22865	176.456805944
2	47	22870	176.517183065
34	66	22892	178.212983131
34	11	22898	178.497741938
70	48	22910	179.342592001
2	52	22911	179.352961063
33	3	22918	179.685724974
57	23	22922	179.784049034
15	51	22926	179.982018948
67	29	22951	181.954152107
25	77	22999	185.224705935
4	75	23014	186.068148136
57	33	23019	186.324856997
5	58	10623	188.284577131
39	60	23064	188.521305084
65	26	23072	189.049355984
31	41	23097	190.572309017
64	18	23101	190.898113966
14	46	23112	191.242998123
24	51	23120	191.616263151
27	65	23151	193.892837048
6	51	23174	195.885349989
37	79	23177	196.241609097
47	6	23179	196.359817982
54	76	10653	197.516974926
54	10	23198	197.66247201
30	74	10655	198.912441015
16	54	23221	199.339751959
20	72	30225	199.348073959
52	75	23249	200.250277996
7	58	10665	201.330245972
27	11	23299	203.487409115
62	47	23310	204.229377985
67	57	23326	205.291796923
28	50	10679	207.666810036
5	58	23372	208.267620087
71	59	23399	210.124619007
15	77	10690	210.492710114
13	30	30235	210.515547991
59	6	23454	213.602627039
13	66	23460	213.98506403
59	8	23463	214.235995054
64	57	23468	214.503320932
69	33	23470	214.593349934
65	8	23472	214.793802977
44	74	23496	215.968776941
54	13	23507	216.398051023
76	13	23546	218.346508026
77	54	23556	218.690652132
33	1	10728	221.061450005
62	46	23616	222.959571123
80	23	23623	223.184524059
12	68	30249	223.284367085
72	59	10751	225.910191059
16	78	23710	228.746968985
79	14	23718	229.03956604
8	45	10765	229.639081001
10	54	10769	231.346670151
20	51	23758	231.922920942
80	29	23774	232.873594999
64	44	23776	232.982696056
57	4	23783	233.369275093
8	57	23788	233.872276068
48	30	23818	235.381025076
43	73	23827	236.137223959
80	46	23860	238.752759933
58	8	23918	242.595759153
2	75	23963	244.999336004
1	48	23975	245.882578135
45	21	23979	245.933895111
51	68	10814	247.98123908
71	54	24030	249.440927029
52	30	10826	250.860331059
37	76	24068	251.561167955
79	7	24081	252.31844306
16	41	24089	252.785722971
16	44	24090	252.82821393
68	38	24100	253.190873146
40	6	24107	253.649199963
50	22	24110	254.121068001
20	64	24119	254.687314987
64	33	24145	255.59204793
56	74	24147	255.821946144
59	76	24179	257.584062099
69	5	24197	258.707140923
73	56	24206	259.298676968
16	22	24210	259.530543089
33	60	24248	261.844167948
73	51	24272	263.135573149
11	38	10855	264.694751978
25	17	24306	265.511970043
51	29	10858	265.96557498
25	1	24341	267.650865078
74	49	24370	269.137546062
60	28	24381	269.681818008
31	58	24388	270.110470057
55	63	30293	270.128443956
66	54	24398	270.832328081
11	39	24417	271.878587008
30	65	10870	272.013302088
31	20	10872	273.177747011
78	25	24439	273.609117985
24	10	24452	274.282829046
50	40	24454	274.566772938
45	38	30301	274.632544994
4	25	24460	274.88045907
2	55	24471	276.059374094
9	34	24508	278.233716011
38	54	24513	278.372532129
38	16	30306	278.386064053
37	74	24515	278.436007977
11	74	24519	278.695327997
2	26	24522	278.83310008
68	25	24540	279.615476131
14	27	24547	280.094449043
39	4	24551	280.373664141
4	67	24555	280.5004251
44	21	24565	280.885724068
65	58	24582	281.74250102
37	15	24626	284.663038969
14	23	24653	286.237978935
78	23	24656	286.325737
50	71	24671	287.545469999
21	12	24679	288.171776056
56	16	24690	288.807167053
75	56	24701	289.192542076
26	60	24785	294.201982975
24	77	24801	295.195667982
37	18	24809	295.647628069
60	28	24817	296.116158962
8	24	24818	296.136584044
62	13	24823	296.483869076
78	49	24824	296.579843998
49	73	24830	296.80441308
56	12	24838	297.182075977
8	30	24839	297.273499966
70	26	24845	297.64319706
26	13	24859	298.518887043
51	66	24875	299.330132961
59	68	24895	301.146037102
75	17	24901	301.585330963
79	49	24915	302.178297043
58	9	24923	302.727663994
32	45	24940	303.671828032
44	3	24944	303.985481024
6	77	24976	305.306890011
62	48	10970	306.961452007
13	43	25018	307.342432022
23	16	25052	309.524016142
45	39	25070	310.494136095
24	61	25086	311.934968948
4	25	25091	312.41206193
7	73	30349	312.439585924
6	53	25107	313.76782012
2	75	10991	313.831977129
32	41	25122	314.85285306
75	39	25123	314.906090021
62	10	25141	316.085122108
58	30	25146	316.22417593
72	58	25153	316.627354145
33	19	25159	316.810657024
35	47	30358	316.830564976
22	17	25173	317.976737976
2	54	25205	320.415992022
29	61	25217	321.141520023
1	35	25224	321.653909922
52	10	25237	322.303274155
29	56	11022	327.177508116
27	57	25312	327.353971004
51	73	25337	328.948061943
46	75	25357	329.722799063
73	32	30368	329.785203934
43	4	25367	330.718116999
55	80	11032	331.608933926
61	23	11039	333.263492107
67	16	30372	333.282880068
2	61	25415	333.890457153
48	21	25430	335.003018141
69	38	25434	335.334985971
62	33	25458	336.404739141
48	34	25465	336.763446093
39	55	30378	336.80370903
19	68	25468	336.912415028
23	43	25471	337.171579123
7	42	30381	337.19423008
72	30	25486	338.269811153
22	5	11057	339.101608992
1	72	11064	340.641700983
33	41	25540	340.689748049
61	21	25546	341.049854994
37	7	11065	341.254601002
32	69	25554	341.840456009
23	8	25556	342.324607134
12	56	25560	342.713078022
9	68	25591	344.939363956
26	43	25599	345.473588943
70	47	25634	347.56805706
56	22	25679	350.399194002
31	57	25681	350.493304014
62	40	25697	351.209840059
61	52	11110	353.523394108
5	53	11111	353.899650097
43	35	25745	354.265452147
40	74	30400	354.27640295
