48280	24.0943	0.2753	829	18.513822	100.0000
51292	24.5176	1.8273	5600	29.774077	100.0000
36108	3.3399	0.2683	112	38.439968	100.0000
49566	27.7474	0.3466	1202	44.427403	100.0000
55074	95.9289	0.0644	772	75.187879	100.0000
39064	19.8780	1.6903	4200	124.511231	100.0000
44562	2.2410	0.5997	168	128.360252	100.0000
60380	93.5437	0.0438	512	180.705212	100.0000
38678	0.1212	277.2695	4200	215.339657	100.0000
59178	41.2288	0.2717	1400	236.375054	100.0000
55374	13.6679	0.8194	1400	333.073231	100.0000
32786	97.6869	0.1147	1400	386.121606	100.0000
59006	1.3638	0.9209	157	403.712420	100.0000
42736	17.7360	0.2607	578	432.010266	100.0000
56514	0.0230	1947.9017	5600	460.445763	100.0000
57192	0.0454	987.0879	5600	462.766394	100.0000
53350	21.0182	0.5329	1400	470.989811	100.0000
37742	3.4761	0.2440	106	497.118593	100.0000
44864	3.0165	0.5649	213	511.504472	100.0000
48896	6.6792	1.2684	1059	526.454355	100.0000
42838	11.1062	0.8493	1179	530.867922	100.0000
46182	3.4370	0.5586	240	545.204389	100.0000
54408	0.0743	451.9723	4200	550.351461	100.0000
33448	0.0021	569.2796	146	642.108427	100.0000
55948	0.0143	396.5494	710	648.397260	100.0000
45450	0.0159	295.6185	588	658.082821	100.0000
58556	3.5008	0.3016	132	671.700298	100.0000
41196	16.2350	2.0696	4200	760.157810	100.0000
36038	8.2365	0.8683	894	807.049991	100.0000
38414	19.5725	0.4206	1029	834.958411	100.0000
40938	14.5985	0.3074	561	839.935026	100.0000
54940	2.4272	0.7548	229	847.401597	100.0000
49554	1.6830	1.3120	276	882.218848	100.0000
41888	4.8640	0.7533	458	899.586031	100.0000
57612	0.4488	74.8742	4200	900.700113	100.0000
34462	4.0650	0.3070	156	916.243968	100.0000
33150	20.3384	0.5507	1400	948.593499	100.0000
36006	22.7599	2.4605	7000	948.667902	100.0000
36306	7.0495	0.3995	352	1048.759998	100.0000
58710	3.0004	0.3280	123	1086.962890	100.0000
55556	0.0178	245.2907	547	1111.294033	100.0000
58006	30.1241	0.3718	1400	1139.379416	100.0000
48622	7.9167	0.4042	400	1193.437953	100.0000
60972	0.0049	383.6625	235	1358.592406	100.0000
55974	21.8776	0.5119	1400	1411.658963	100.0000
53348	0.0049	719.5325	445	1457.361104	100.0000
55170	0.0963	465.3297	5600	1490.153565	100.0000
59928	1.8406	0.4824	111	1518.941831	100.0000
49436	3.8106	0.5668	270	1542.697673	100.0000
36916	0.0241	464.8565	1400	1543.559506	100.0000
51674	0.1485	452.3848	8400	1548.078320	100.0000
51926	0.0435	257.2684	1400	1621.490406	100.0000
35238	5.3793	0.3391	228	1634.883929	100.0000
60562	0.0383	584.7267	2800	1649.918149	100.0000
54972	1.9768	0.4128	102	1657.683742	100.0000
54280	0.0832	538.7203	5600	1659.542542	100.0000
59120	8.3411	0.3299	344	1716.898661	100.0000
55332	80.1879	0.0128	128	1724.590747	100.0000
37786	0.0236	2373.9250	7000	1743.556593	100.0000
52904	0.0130	312.5679	506	1757.675060	100.0000
53610	0.0217	259.6377	703	1768.837012	100.0000
55830	19.9123	0.4528	1127	33.224800	100.0000
57716	7.3247	0.2916	267	35.282898	100.0000
35520	26.8188	0.8352	2800	46.344375	100.0000
53440	27.5681	0.4063	1400	56.045600	100.0000
57000	5.3572	0.3838	257	67.157792	100.0000
34518	30.8667	0.3629	1400	102.810127	100.0000
60326	3.8671	0.2276	110	116.360834	100.0000
54554	10.2313	0.2025	259	118.268842	100.0000
58534	10.1768	0.2421	308	124.255494	100.0000
37270	2.1221	0.4034	107	126.665057	100.0000
37364	17.9693	0.4176	938	136.909160	100.0000
39396	8.6675	0.3120	338	152.970546	100.0000
43226	0.0149	256.1706	478	164.087018	100.0000
45352	5.3636	0.2715	182	194.719717	100.0000
49470	24.5574	1.8243	5600	206.024376	100.0000
39502	22.7650	0.4920	1400	216.350869	100.0000
48634	5.7612	0.5610	404	220.135110	100.0000
35868	21.3441	1.5742	4200	250.422221	100.0000
45964	18.6359	0.2975	693	273.382350	100.0000
32806	5.2561	0.3151	207	281.757877	100.0000
40074	6.1878	0.3982	308	283.939145	100.0000
45718	27.1193	0.4130	1400	323.933895	100.0000
52898	26.6114	1.2626	4200	398.530268	100.0000
39510	0.4887	91.6647	5600	454.402520	100.0000
45432	1.2129	0.8641	131	468.526694	100.0000
48226	4.2356	0.2625	139	540.587995	100.0000
53534	0.5782	77.4831	5600	560.600338	100.0000
53906	21.9307	0.3214	881	596.642931	100.0000
47744	28.3348	1.1858	4200	611.849057	100.0000
40796	2.9241	0.3338	122	686.331071	100.0000
