43386	50.1005	10690.4161	66949400	604.773174	100.0000
56284	77.3706	4214.7672	40762400	674.810829	100.0000
58530	75.2179	4420.7145	41564600	860.543824	100.0000
35072	42.5176	5976.4815	31763200	994.204380	100.0000
48836	77.8691	4518.8885	43985200	1345.392300	100.0000
38390	32.2178	10500.2947	42287000	1480.889359	100.0000
34406	93.6876	5334.2741	62469400	1530.604726	100.0000
48874	49.4356	10394.4520	64232000	1598.965832	100.0000
47942	49.9145	6116.0300	38159800	1688.273641	100.0000
48522	12.1470	62066.0611	94239600	1668.030735	100.0000
40886	67.0063	9400.1009	78733200	176.302549	100.0000
52554	59.9085	6508.5428	48739600	211.882096	100.0000
46994	94.7409	4948.8071	58606800	415.549706	100.0000
53822	15.0426	33445.3361	62888000	504.963088	100.0000
51090	65.5953	6466.9235	53025000	647.962340	100.0000
49702	93.3530	3654.7899	42648200	760.720701	100.0000
56414	51.4682	11068.0866	71206800	877.062601	100.0000
34128	61.7342	9855.4378	76052200	1210.006025	100.0000
45870	95.2496	3501.9394	41694800	1379.278311	100.0000
41016	10.3790	31001.5899	40220600	1697.403029	100.0000
38242	67.7070	5741.8500	48595400	34.992878	100.0000
54868	58.9575	5425.8510	39986800	90.882671	100.0000
50682	46.6489	14239.0919	83029800	523.949320	100.0000
58256	52.9814	14140.6296	93648800	604.669092	100.0000
35808	74.8162	9818.8420	91826000	723.341291	100.0000
42830	75.5933	7152.3402	67583600	767.659258	100.0000
39904	91.8747	4296.0575	49337400	838.234272	100.0000
54296	63.1864	7809.4327	61681200	1057.364740	100.0000
42950	53.8927	10202.9349	68733000	1171.457405	100.0000
46004	95.4157	6052.8738	72192400	1627.837958	100.0000
53394	67.9156	5479.9807	46522000	129.489109	100.0000
53814	43.3860	6410.8370	34767600	261.161213	100.0000
40522	56.4275	8521.7475	60107600	643.069718	100.0000
39786	79.5862	3493.1491	34750800	862.174812	100.0000
49994	73.3838	3824.8685	35085400	1144.701504	100.0000
46468	91.8959	8103.8456	93088800	1447.041172	100.0000
42796	68.2757	6624.1286	56533400	1469.571743	100.0000
38882	10.3914	33441.2524	43437800	1678.195927	100.0000
37408	23.8379	15011.3801	44730000	1757.954028	100.0000
39394	69.9805	3905.7265	34165600	456.264485	100.0000
40846	61.2353	7613.2538	58275000	593.041181	100.0000
48074	48.0060	10934.0226	65612400	596.528508	100.0000
57770	35.8426	13472.4463	60361000	794.139588	100.0000
49236	27.2208	14609.3539	49709800	896.083684	100.0000
40234	27.6362	26704.5415	92251600	1080.803772	100.0000
42294	45.9502	15748.6669	90456800	1485.589971	100.0000
47564	58.9201	6101.6355	44938600	1574.714736	100.0000
44700	50.4114	6152.1661	38767400	1591.995746	100.0000
37026	9.2485	35643.4564	41206200	1669.111072	100.0000
48668	27.0747	12966.8950	43884400	1730.653040	100.0000
54044	86.5338	4618.0348	49952000	67.174076	100.0000
59228	61.6974	7013.8201	54091800	133.462610	100.0000
49612	81.6425	6856.8414	69976200	146.678639	100.0000
53154	55.7200	6124.4246	42656600	661.698141	100.0000
54054	68.3962	3783.3204	32345600	686.114468	100.0000
52716	33.7394	10510.0621	44325400	788.735498	100.0000
56980	48.5953	5747.3530	34911800	1007.010804	100.0000
56144	84.3392	5525.9498	58256800	1029.463306	100.0000
39740	35.7951	16922.1589	75716200	1079.366723	100.0000
35638	68.6584	8751.7389	75110000	1566.618136	100.0000
51258	61.3744	6325.3435	48526800	1577.623122	100.0000
55540	30.3743	25965.0407	98583800	1706.559479	100.0000
53540	32.1486	9429.6473	37893800	320.542565	100.0000
53588	83.2076	4814.0807	50071000	423.704854	100.0000
39766	59.0838	6781.5558	50085000	740.978135	100.0000
58410	92.7747	4991.8755	57890000	820.265554	100.0000
55268	53.2910	13897.7138	92577800	932.477570	100.0000
49650	41.0430	9565.4179	49074200	1765.174317	100.0000
33042	85.2061	8164.7659	86961000	283.961417	100.0000
47890	94.6155	2898.5003	34280400	693.619336	100.0000
57412	90.8429	4653.5742	52843000	967.581743	100.0000
33468	49.7939	8085.4572	50325800	997.572825	100.0000
49360	95.1105	2732.3335	32484200	1138.155286	100.0000
32926	75.3674	6474.1452	60992400	1141.254202	100.0000
39306	31.3882	9923.2065	38934000	1303.327364	100.0000
57222	76.0160	8447.7350	80270400	10.691900	100.0000
