1	0.237851
1	0.785610
2	0.879551
1	1.691994
2	1.776297
1	1.799268
1	1.858815
1	2.407810
1	2.691303
1	2.833682
1	3.205877
1	3.582841
1	4.129127
1	4.284059
1	4.297532
1	4.485226
1	4.848773
1	5.517478
1	5.961702
1	6.175258
2	6.336575
1	6.349975
5	6.401490
1	6.513703
1	6.660029
1	6.881014
1	7.097200
1	7.423353
1	7.841195
1	7.982766
1	8.286421
1	8.366320
1	8.520680
1	8.616012
1	8.631597
1	8.894417
1	8.961030
1	9.032087
1	9.048316
1	9.060060
1	9.202257
1	9.500168
1	9.734135
1	10.033214
1	10.238288
1	10.261095
1	10.360258
1	11.075285
1	11.566325
2	11.692671
1	11.733729
1	11.906113
1	12.037708
1	12.075746
1	12.334103
1	12.573478
1	12.632203
1	12.817290
1	12.791604
3	12.949860
2	12.989320
1	12.992512
1	13.064034
5	13.083210
1	13.435270
1	14.029068
1	14.303358
2	14.735331
1	14.791778
1	15.097834
1	15.154583
1	15.222711
4	15.597776
1	15.809891
1	15.982713
4	16.302703
1	16.393208
1	16.410520
1	16.974801
1	17.040541
1	17.520503
1	17.471758
1	17.548409
1	17.604725
1	17.659475
1	17.783076
1	17.826065
1	17.991405
1	17.977374
1	18.532007
1	18.720499
1	18.730786
1	18.789431
1	18.954580
1	19.216227
1	19.221759
1	19.224099
1	19.292959
1	19.386956
1	19.574665
1	20.297136
2	20.304236
1	20.588883
1	20.946596
1	21.009280
1	21.103811
1	21.496433
2	21.540408
4	22.412929
1	22.679901
1	23.021098
1	23.066443
1	23.233641
1	23.263666
1	23.237741
1	23.549966
1	23.537148
1	23.653650
1	23.813417
1	23.871018
4	23.926755
1	25.425397
1	25.616181
1	25.606753
1	26.005548
1	26.052059
1	26.107817
1	26.317185
5	26.578034
1	26.749537
1	26.838922
1	26.937047
1	26.970927
5	27.486816
1	27.602032
1	27.669871
3	27.917764
3	28.194428
1	28.247027
1	28.502586
1	28.498018
1	28.542097
1	28.886416
3	29.104681
1	29.135756
1	29.251295
1	29.465948
1	30.182542
1	30.320919
4	30.632020
1	30.787258
1	31.286019
1	30.417732
1	31.543367
1	31.630255
1	31.881499
5	31.986088
2	31.162120
1	32.315218
1	32.454513
1	32.525071
1	33.008831
1	33.212776
1	33.399701
1	34.052775
2	34.222776
1	34.737207
1	34.824659
1	34.906232
1	35.071407
3	35.329451
1	35.947241
1	36.177791
1	36.706116
1	36.940457
1	37.119465
1	37.217940
1	38.117643
1	38.216640
1	38.306923
1	38.907618
1	39.234566
2	39.371383
1	39.510930
1	39.645621
1	39.747111
