177	0.418508
516	2.407372
252	3.629189
427	3.939348
26	4.544686
158	5.215781
436	5.325630
409	6.120326
1164	6.591539
48	6.706086
66	8.468048
33	10.136589
193	12.199736
34	15.063711
194	14.873154
138	15.131285
13	23.492637
51	27.673618
190	28.166032
280	28.594934
1054	29.412628
7	30.943671
92	31.494663
1086	31.705395
8	32.680061
1394	33.347997
115	32.958800
297	34.128342
150	34.350564
49	34.443726
40	34.511787
58	37.640206
153	38.163377
24	42.688908
131	44.503541
31	44.456195
69	44.932942
57	45.927784
1275	46.690958
29	47.714440
17	48.295157
1571	48.637509
72	48.620368
405	52.264723
28	54.669833
24	54.913373
1688	55.152253
177	62.397266
291	62.448672
21	62.686917
47	63.134494
2110	64.881923
1959	65.006066
81	65.736107
192	66.122440
97	67.576761
124	68.883174
143	70.275420
9	69.622075
367	71.432696
455	71.990041
13	73.232351
25	73.332442
151	74.264809
1405	73.347085
105	78.098155
222	78.677865
200	78.327372
128	78.204230
30	85.298484
991	85.814666
269	88.111978
65	87.968365
47	87.180093
52	88.362896
331	88.988700
16	91.788532
749	89.808507
947	95.143769
36	96.239237
466	96.640442
2036	97.635655
23	98.467129
753	99.238317
78	99.393944
216	99.823505
318	101.010636
1770	100.983902
319	100.839122
47	102.353298
109	103.204591
318	103.392795
419	103.089950
482	104.580497
40	106.389818
822	106.827835
184	106.410006
508	106.202436
109	107.504714
17	108.227043
30	108.365471
117	110.392652
261	113.061390
18	113.798166
289	115.195754
109	115.701205
14	116.244221
58	116.523254
90	117.047562
934	116.978707
1828	118.141027
102	119.573189
276	122.152031
29	122.734801
1734	124.396682
40	125.583989
144	125.957540
27	126.956544
16	127.573709
11	131.149371
216	132.196346
2089	133.177058
491	132.431850
9	134.023190
179	135.345143
167	138.937213
345	140.114253
1561	139.983192
932	141.772986
29	141.565547
27	143.998869
27	136.917846
447	145.366022
9	145.352281
354	145.710372
572	145.644940
337	138.978642
7	141.198113
1253	149.205661
349	149.518871
120	150.721028
59	152.742658
21	152.004035
372	153.387026
9	154.032873
458	151.222521
20	154.406422
21	154.735094
9	147.919032
1006	156.256978
24	155.436002
15	158.324565
1415	159.539273
1702	157.802861
1123	161.084456
55	162.131997
59	162.287285
1642	163.197483
20	163.972683
97	164.159740
127	167.762316
39	167.871853
463	167.771093
954	168.035137
1008	169.103370
41	169.789948
124	170.102262
53	171.990150
331	172.287908
12	176.230104
180	177.882262
119	177.764891
1006	177.261358
101	178.493019
1407	180.169225
371	180.574204
156	182.103223
109	183.138258
20	182.403439
26	185.160144
438	185.476809
575	179.380882
340	188.908495
7	188.454031
157	191.022560
1408	190.033381
14	192.698800
121	195.747456
9	194.893980
65	198.262137
29	199.310036
9	198.843429
76	200.579427
505	202.410577
31	204.387111
7	204.681395
103	206.418804
1523	205.984918
190	206.991009
10	212.942522
7	215.032689
315	217.150125
11	216.671944
1064	218.272383
98	218.478894
1541	221.210506
27	221.611784
15	221.737086
224	222.645064
15	222.606680
13	223.856286
73	223.342098
1599	224.477791
1634	226.248000
1913	227.809318
30	231.263798
1831	229.274242
22	235.178901
52	234.897581
176	239.210416
67	242.185272
138	242.987308
147	243.626346
566	244.194218
1624	244.731052
1914	245.753856
18	246.414904
33	249.116672
2071	249.298545
22	251.978636
77	252.176799
21	252.390575
43	252.549288
391	252.858158
46	253.613557
10	254.193895
195	255.285715
256	257.437538
79	257.540719
974	258.162163
17	258.802353
9	259.481111
455	259.962114
133	260.914698
47	265.653700
1130	266.895445
16	267.367232
82	267.790403
56	268.498843
1398	269.140085
60	268.237165
275	270.351333
8	270.834433
32	271.757262
101	273.313104
53	275.200261
296	276.410124
54	273.448222
8	277.918592
539	279.379906
15	281.405380
74	282.470039
107	282.753113
7	283.968983
11	285.837635
54	290.564305
42	290.886959
128	292.450088
86	292.540358
352	294.294772
10	295.180872
762	294.730875
410	296.768476
143	299.077727
817	302.028116
315	301.934974
199	302.540735
46	306.340309
1341	306.864555
2028	308.105678
900	308.463879
379	308.824069
20	309.899541
263	310.925520
1797	311.302966
989	312.697418
1876	315.178264
19	315.019970
390	316.421975
71	316.216427
1304	317.473274
42	321.999285
10	323.695987
1953	330.002708
121	333.627849
14	334.675816
275	335.248145
504	336.449734
18	336.589650
427	337.991792
115	338.786973
1632	338.581725
36	344.851922
441	345.667661
7	346.898613
42	349.101154
10	350.392980
202	351.772245
86	352.023082
631	347.484194
1896	354.051415
876	356.671977
309	355.531946
269	356.784718
257	360.404226
467	361.587096
78	360.675218
9	361.773526
50	362.000502
57	362.078804
14	362.681101
32	362.864355
83	364.112002
98	365.266794
1922	366.049636
114	368.605816
83	368.824472
581	368.887444
147	370.455994
690	371.177689
99	374.873436
71	374.251225
94	377.080426
69	377.630590
181	379.406480
12	380.037592
333	381.806619
804	381.878026
323	382.682202
245	383.013160
14	382.375382
38	383.315473
19	384.136645
23	386.532828
186	388.976920
79	389.922500
44	390.168508
173	394.255290
125	387.958127
821	395.034801
340	395.963790
605	397.774793
446	398.098402
19	397.827504
11	400.102869
263	400.427139
662	400.930346
885	400.614623
1977	404.096630
146	404.746309
73	405.017300
90	406.065095
1593	406.330703
92	406.546085
13	407.907465
231	407.292885
414	408.722047
18	409.409294
154	410.770001
771	411.641850
8	412.046541
51	414.118350
1569	414.430602
1406	415.120829
232	416.439900
404	415.687401
112	416.681204
285	416.770928
433	416.847323
42	418.683018
31	417.821010
77	418.149920
18	421.277254
31	421.424233
24	422.224886
515	422.578545
14	424.836182
9	426.845049
230	427.996395
11	429.541907
1915	430.100569
164	430.569021
9	434.539362
24	435.309166
170	437.676118
566	438.500432
30	438.645903
540	439.406782
497	439.837011
89	440.051934
513	440.780680
574	442.089684
8	440.573447
12	442.643600
19	443.288349
1325	444.235587
883	446.590840
1737	449.538433
209	446.840947
21	450.676742
720	450.925234
68	451.319911
351	451.654811
567	452.929216
80	459.127529
364	460.313541
306	461.166241
71	462.341473
555	465.204342
2096	469.726199
17	473.716653
975	474.702796
27	475.324143
805	473.511886
450	475.809214
24	478.178512
1809	478.930310
46	477.048498
1204	482.076974
9	467.464973
1836	484.749825
1008	483.993080
71	485.701205
52	487.695888
527	489.577158
19	492.163757
181	493.236110
12	494.410437
289	494.951695
9	496.995188
44	496.003311
25	499.778149
370	499.786255
988	500.121301
124	501.219932
164	500.136371
54	503.346683
1925	504.558521
1101	504.905278
474	505.129752
48	505.970592
53	506.924877
30	508.035056
35	508.454306
334	510.485312
63	514.574054
18	513.410181
405	515.200048
7	521.870458
222	522.318999
212	519.856150
23	523.632915
94	524.193920
1122	525.502045
958	527.552893
868	527.387980
15	533.126335
18	533.508204
1033	537.720309
1192	537.862696
30	538.969007
379	539.167641
321	533.230710
8	540.677215
10	541.201694
309	541.360428
156	543.348281
1976	545.329828
24	546.192640
238	546.443107
214	547.534859
10	547.776538
657	547.916447
12	549.808872
1402	548.937321
7	549.200091
43	544.563865
400	553.320317
67	554.684599
28	555.575443
338	556.924968
22	557.171446
15	558.853937
849	558.276156
26	565.062388
1850	565.483676
460	571.817715
245	571.058044
73	569.557331
24	572.624181
52	574.779417
2082	574.045735
1543	575.121899
334	574.207203
13	574.436900
881	575.163659
1165	576.469674
94	576.933732
18	576.514355
9	579.848413
36	582.096966
8	583.558153
1207	582.274992
559	583.645751
257	584.026893
830	584.322330
1929	587.034870
10	587.124953
48	587.217721
7	588.418275
36	587.574550
27	588.450435
19	589.629591
10	591.729607
22	592.197991
135	590.513069
68	592.109130
98	593.807891
1413	597.318226
8	594.715660
8	597.114732
159	598.085654
415	598.157921
531	597.908001
407	599.025821
121	598.715656
8	599.179904
150	601.051230
30	601.795953
1099	601.736785
55	603.071330
204	603.129253
76	606.006175
78	606.857056
715	607.379244
1751	607.582060
8	608.462685
65	607.697920
62	609.212736
161	609.966658
19	611.860362
82	612.855178
8	613.087719
250	612.537826
370	616.063604
169	617.244348
224	618.758376
373	620.446558
223	622.023253
1588	623.514876
69	624.340436
33	625.227016
34	625.387125
18	622.572436
31	625.692066
709	626.486564
7	626.901939
143	627.345227
21	630.618752
2088	631.813586
31	632.117624
196	634.058408
18	635.234625
75	635.114508
34	636.164705
8	637.269814
142	641.048433
23	638.482494
16	642.013956
22	643.901413
35	636.882099
1305	643.247176
81	645.164459
129	645.494866
8	646.286639
136	647.101863
30	647.618359
25	651.474306
954	652.253514
31	650.165673
176	654.758039
592	655.189954
88	655.262540
340	656.781060
40	659.500220
118	660.607945
8	661.089644
86	662.893112
48	662.969346
193	663.046243
1088	663.167650
13	665.452813
46	664.494651
1065	667.343126
1793	665.788887
441	670.086605
1054	669.357893
33	670.639981
682	673.979868
7	674.586704
862	677.066084
1514	679.202685
37	679.466027
132	680.813696
14	680.845370
301	681.032385
54	681.246132
14	680.223767
8	683.179062
611	686.506116
13	686.863728
165	692.111632
70	692.252442
1148	693.067677
25	692.880266
143	694.047333
14	696.656216
892	695.930142
154	682.106849
21	696.192549
38	700.475347
10	699.581899
175	701.495208
1042	703.668453
64	705.002750
9	706.160393
1499	707.434077
17	709.578011
9	709.684492
32	712.542890
1755	713.793105
433	715.135868
23	715.417462
87	716.572953
188	714.221449
7	718.856056
101	719.424020
1350	721.718663
10	721.902904
591	721.637572
9	725.649310
212	728.850976
101	730.488832
73	729.638393
22	730.688623
261	730.038023
1970	731.739767
44	732.004664
942	732.281397
114	732.846840
78	733.860039
10	735.024514
375	735.528158
51	737.353153
641	738.591375
1955	739.288257
32	739.084013
59	742.305495
39	742.948687
1966	743.456617
34	746.445750
29	743.709414
440	746.403395
23	746.827337
1533	748.531052
72	751.417758
68	751.485388
1223	751.568749
320	752.859108
24	753.246907
9	754.111693
33	754.966233
72	756.502999
210	757.991454
631	758.129250
298	761.273734
1513	762.354506
9	764.408150
114	767.235740
56	768.184608
298	769.070760
661	769.695464
1840	769.883688
1450	769.942743
8	770.487024
8	771.548114
110	772.174508
1285	773.746939
76	775.084538
591	778.331066
339	780.170188
85	780.424277
8	781.592716
194	782.176935
16	784.255152
1011	786.459728
142	788.451037
13	788.806787
645	789.281771
551	789.524596
