60164	20.0491	90.4979	226800	12.161847	100.0000
60382	93.3666	15.3545	179200	78.750972	100.0000
59124	94.2300	0.9509	11200	142.385253	100.0000
57272	94.1029	60.2234	708400	412.183210	100.0000
39312	95.5767	81.4425	973000	445.486789	100.0000
49054	26.9641	772.9994	2605400	626.577242	100.0000
55764	20.0139	141.5819	354200	699.876870	100.0000
49914	91.3164	5.7646	65800	932.939063	100.0000
59664	98.1378	5.3639	65800	933.926012	100.0000
57436	95.5383	138.4492	1653400	976.952244	100.0000
34110	95.4388	35.3232	421400	1421.600706	100.0000
60790	95.3601	7.1644	85400	1480.836756	100.0000
46376	94.1551	44.9641	529200	1486.945449	100.0000
36400	95.6448	38.9943	466200	1534.889603	100.0000
34730	88.8176	98.7372	1096200	1612.932084	100.0000
43214	29.0622	295.5869	1073800	1655.179641	100.0000
38998	47.1012	21.4007	126000	1682.339004	100.0000
57086	72.9906	3.9896	36400	1750.596512	100.0000
45478	94.2879	61.6495	726600	1759.118131	100.0000
52200	63.9219	45.3804	362600	442.303808	100.0000
45666	93.3163	6.8413	79800	678.853599	100.0000
40214	95.6806	179.0958	2142000	699.419514	100.0000
56314	94.2300	2.1394	25200	800.777144	100.0000
54784	95.4747	4.8097	57400	934.066471	100.0000
57984	94.2300	1.1886	14000	996.517941	100.0000
50238	94.6486	11.5966	137200	1112.592823	100.0000
42854	98.7635	7.1443	88200	1252.247813	100.0000
43564	94.0648	43.5785	512400	1329.633345	100.0000
45312	94.5590	16.9376	200200	1736.875885	100.0000
52306	95.4000	81.3585	970200	116.397948	100.0000
53840	95.2815	31.0323	369600	154.369966	100.0000
33142	95.7550	106.0874	1269800	204.144786	100.0000
58236	91.2329	9.2072	105000	213.713192	100.0000
39046	93.1790	1.3222	15400	387.649278	100.0000
48644	94.6673	39.1603	463400	495.180127	100.0000
41878	95.3884	68.8050	820400	573.101547	100.0000
45698	91.2907	1.7176	19600	775.117995	100.0000
33940	94.8530	1.5350	18200	990.945787	100.0000
47252	95.6269	27.2894	326200	1036.125049	100.0000
56104	49.5696	2.9373	18200	1136.840415	100.0000
56928	95.9929	30.2189	362600	1252.481461	100.0000
42472	75.3752	10.1041	95200	1272.425011	100.0000
38120	95.2192	36.5808	435400	1288.034066	100.0000
54674	96.4460	2.3225	28000	1439.361698	100.0000
44762	92.7704	42.0134	487200	1620.736038	100.0000
50782	95.3725	38.9882	464800	1706.283974	100.0000
44128	96.1468	32.9662	396200	4.023693	100.0000
45086	95.3335	25.8461	308000	174.930670	100.0000
58830	95.4620	1.4079	16800	342.551259	100.0000
51162	39.6606	9.0367	44800	411.405085	100.0000
34558	95.0794	61.3718	729400	495.917538	100.0000
38070	19.0996	49.8440	119000	538.741949	100.0000
54762	45.2813	38.3381	217000	570.438010	100.0000
45054	99.6472	3.9339	49000	690.935854	100.0000
59118	92.6122	2.4187	28000	691.440109	100.0000
40596	95.6553	55.9677	669200	795.209684	100.0000
44278	95.4736	17.5965	210000	948.014229	100.0000
52378	97.6949	3.2100	39200	1045.774326	100.0000
55432	95.3547	14.3297	170800	1443.397442	100.0000
42624	95.7278	14.7418	176400	1581.524600	100.0000
52280	95.7024	199.4182	2385600	1585.030366	100.0000
50360	11.8327	27.4494	40600	1778.240611	100.0000
43192	95.1146	2.3551	28000	76.568097	100.0000
44254	98.7816	3.8550	47600	98.500443	100.0000
40772	93.5652	230.0685	2690800	244.091420	100.0000
36302	92.2829	1.2137	14000	261.191056	100.0000
43364	94.2447	93.4079	1100400	346.660614	100.0000
38776	95.2738	1.0580	12600	405.084058	100.0000
51858	91.5300	8.8102	100800	429.527390	100.0000
54916	93.4138	61.3871	716800	496.451530	100.0000
42340	51.7934	3.6761	23800	590.872650	100.0000
54264	92.0701	2.9195	33600	610.452564	100.0000
53090	22.9564	129.2885	371000	712.609225	100.0000
35110	94.2300	1.0697	12600	844.983901	100.0000
39684	93.5433	17.9596	210000	918.418249	100.0000
45772	94.9853	33.1336	393400	981.719257	100.0000
51226	96.4130	13.8239	166600	1045.982053	100.0000
53936	94.7324	1.0640	12600	1101.016379	100.0000
57490	81.7561	147.5412	1507800	1754.535585	100.0000
59220	93.6666	87.2883	1022000	1782.187017	100.0000
